"","UNIQUE_CARRIER_NAME","YEAR","MONTH","sum_seats","sum_passengers","sum_distance","sum_airtime","Date","log_passenger","log_seats","log_airtime","log_distance"
"4737","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2017,7,19530,9859,13629,78051,2017-07-01,9.19624144759668,9.87975822583689,11.2651305502149,9.52002852469058
"4738","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2017,8,18002,9301,12969,70479,2017-08-01,9.13798470978404,9.79829368965762,11.1630842606101,9.47039427731049
"4739","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2017,9,11755,5872,9287,45768,2017-09-01,8.67812085552252,9.37211902753881,10.7313622850367,9.13647852337773
"4740","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2017,10,9694,4752,7647,33298,2017-10-01,8.46653127661401,9.17936556767675,10.4132826454876,8.94219945473124
"4741","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2017,11,5600,2617,5935,36898,2017-11-01,7.87016594646984,8.63070043220983,10.5159397293904,8.68879078484722
"4742","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2017,12,7688,2963,6961,25473,2017-12-01,7.99429498641598,8.94754601503218,10.1454136031497,8.84822206837138
"4743","Kalitta Air LLC",2017,1,0,0,60100,34665,2017-01-01,0,0,10.4535146585013,11.00378175932
"4744","Kalitta Air LLC",2017,2,0,0,25266,25258,2017-02-01,0,0,10.136937806839,10.1372544754875
"4745","Kalitta Air LLC",2017,3,0,0,45546,34745,2017-03-01,0,0,10.4558197364538,10.7265000388287
"4746","Kalitta Air LLC",2017,4,0,0,59684,34874,2017-04-01,0,0,10.4595255191237,10.9968360115291
"4747","Kalitta Air LLC",2017,5,0,0,47872,36998,2017-05-01,0,0,10.5186461642341,10.7763069501534
"4748","Kalitta Air LLC",2017,6,0,0,66485,40016,2017-06-01,0,0,10.5970596428092,11.1047466781644
"4749","Kalitta Air LLC",2017,7,0,0,61357,43817,2017-07-01,0,0,10.6877999708482,11.0244808409858
"4750","Kalitta Air LLC",2017,8,0,0,69740,37875,2017-08-01,0,0,10.5420729451034,11.1525436591002
"4751","Kalitta Air LLC",2017,9,0,0,64562,52330,2017-09-01,0,0,10.8653442086811,11.0753967702657
"4752","Kalitta Air LLC",2017,10,0,0,60732,56087,2017-10-01,0,0,10.9346771648868,11.0142424866506
"4753","Kalitta Air LLC",2017,11,0,0,84292,81439,2017-11-01,0,0,11.3076218317843,11.3420541037688
"4754","Kalitta Air LLC",2017,12,0,0,120827,154064,2017-12-01,0,0,11.945129870268,11.7021233257036
"4755","Kalitta Charters II",2017,1,0,0,48602,16887,2017-01-01,0,0,9.73435858952816,10.7914405363785
"4756","Kalitta Charters II",2017,2,0,0,48372,12288,2017-02-01,0,0,9.4164598322846,10.7866970858082
"4757","Kalitta Charters II",2017,3,0,0,62434,17161,2017-03-01,0,0,9.75045291636707,11.0418812945492
"4758","Kalitta Charters II",2017,4,0,0,56312,15755,2017-04-01,0,0,9.6649765240908,10.9386806933346
"4759","Kalitta Charters II",2017,5,0,0,58295,19895,2017-05-01,0,0,9.89827398548324,10.9732887593501
"4760","Kalitta Charters II",2017,6,0,0,66841,25246,2017-06-01,0,0,10.1364626157636,11.1100869044639
"4761","Kalitta Charters II",2017,7,0,0,44172,18174,2017-07-01,0,0,9.80780230240172,10.6958690216865
"4762","Kalitta Charters II",2017,8,0,0,57333,22065,2017-08-01,0,0,10.0017932413203,10.9566490949669
"4763","Kalitta Charters II",2017,9,0,0,51289,0,2017-09-01,0,0,0,10.8452510803833
"4764","Kalitta Charters II",2017,10,0,0,61252,23357,2017-10-01,0,0,10.0586948168385,11.0227681067993
"4765","Kalitta Charters II",2017,11,0,0,60516,24496,2017-11-01,0,0,10.1063059400557,11.0106795962837
"4766","Kalitta Charters II",2017,12,0,0,65743,0,2017-12-01,0,0,0,11.0935236911232
"4767","Katmai Air",2017,4,15,4,584,238,2017-04-01,1.6094379124341,2.77258872223978,5.47646355193151,6.37161184723186
"4768","Katmai Air",2017,5,267,71,1440,2111,2017-05-01,4.27666611901606,5.59098698051086,7.65539064482615,7.27309259599952
"4769","Katmai Air",2017,6,3626,2012,2067,15643,2017-06-01,7.60738142563979,8.1961611392829,9.65784273587541,7.63433723562832
"4770","Katmai Air",2017,7,12832,8318,1918,44025,2017-07-01,9.02629733428389,9.45977525724446,10.6925356474733,7.5595594960077
"4771","Katmai Air",2017,9,3757,2290,2083,15897,2017-09-01,7.7367436824535,8.23164217997341,9.67394859413306,7.64204440287326
"4772","Katmai Air",2017,10,109,30,1465,1707,2017-10-01,3.43398720448515,4.70048036579242,7.44307837434852,7.2902928824466
"4773","Kenmore Air Harbor",2017,1,4056,1428,754,7510,2017-01-01,7.26473017792987,8.30819906320645,8.92412389168601,6.62671774924902
"4774","Kenmore Air Harbor",2017,2,3727,1365,1751,7235,2017-02-01,7.21964204013074,8.22362717580548,8.88682384651519,7.46851327149634
"4775","Kenmore Air Harbor",2017,3,5077,1755,1601,9840,2017-03-01,7.47079377419506,8.53267276226462,9.19431261089898,7.3790081276283
"4776","Kenmore Air Harbor",2017,4,6702,2405,1395,11915,2017-04-01,7.78572089653462,8.81031046635796,9.38563731383317,7.24136628332232
"4777","Kenmore Air Harbor",2017,5,9897,3607,2706,19015,2017-05-01,8.19090888118251,9.20008799551183,9.85303600904003,7.9035962896143
"4778","Kenmore Air Harbor",2017,6,11453,4656,2210,22110,2017-06-01,8.44612674298238,9.3460942929538,10.0038305012322,7.70120018085745
"4779","Kenmore Air Harbor",2017,7,15152,6865,3477,30245,2017-07-01,8.83433697401764,9.62595381113616,10.3171192233107,8.15421269491423
"4780","Kenmore Air Harbor",2017,8,14997,6929,3492,29780,2017-08-01,8.84361509218395,9.61567213786133,10.3016258852578,8.15851624480683
"4781","Kenmore Air Harbor",2017,9,12395,5075,3632,24497,2017-09-01,8.53227882883428,9.42512911890764,10.1063467605476,8.1978140322212
"4782","Kenmore Air Harbor",2017,10,7958,3309,2114,15085,2017-10-01,8.10470346837111,8.98205864280585,9.62152244041358,7.65681009148038
"4783","Kenmore Air Harbor",2017,11,5334,2133,1982,11455,2017-11-01,7.6657534318617,8.58204416373585,9.34626888920043,7.5923661285198
"4784","Kenmore Air Harbor",2017,12,5265,1982,1033,10675,2017-12-01,7.5923661285198,8.56902634005625,9.27575351052442,6.94119005506837
"4785","Key Lime Air Corporation",2017,1,5970,3155,1229,9439,2017-01-01,8.05706068196577,8.69466969654699,9.15271125913955,7.11476944836646
"4786","Key Lime Air Corporation",2017,2,5310,2903,1229,8355,2017-02-01,7.97384437594469,8.5775354204224,9.03073512267646,7.11476944836646
"4787","Key Lime Air Corporation",2017,3,6030,3524,1229,9170,2017-03-01,8.16763571524637,8.70466811345099,9.12380161055894,7.11476944836646
"4788","Key Lime Air Corporation",2017,4,5700,3227,1229,8983,2017-04-01,8.07961802938984,8.64839687703158,9.10320049641828,7.11476944836646
"4789","Key Lime Air Corporation",2017,5,6030,3555,1229,9244,2017-05-01,8.1763915966338,8.70466811345099,9.13183814382123,7.11476944836646
"4790","Key Lime Air Corporation",2017,6,5820,3648,1229,8808,2017-06-01,8.20220843643645,8.66922734727174,9.0835292051098,7.11476944836646
"4791","Key Lime Air Corporation",2017,7,6390,3600,1229,9483,2017-07-01,8.18896686364888,8.76264602965028,9.1573614471853,7.11476944836646
"4792","Key Lime Air Corporation",2017,8,6510,4121,1229,9470,2017-08-01,8.3240937614504,8.78124833323686,9.1559897772261,7.11476944836646
"4793","Key Lime Air Corporation",2017,9,5310,3377,1229,7826,2017-09-01,8.12503909736775,8.5775354204224,8.96533457380484,7.11476944836646
"4794","Key Lime Air Corporation",2017,10,5610,3742,1229,8674,2017-10-01,8.22764270790443,8.63248423575097,9.06820060481506,7.11476944836646
"4795","Key Lime Air Corporation",2017,11,7140,4981,1229,10142,2017-11-01,8.51358669582213,8.87360810154911,9.22453909137599,7.11476944836646
"4796","Key Lime Air Corporation",2017,12,6750,4288,2025,11225,2017-12-01,8.36380888451688,8.81744592104187,9.32598779550214,7.61381868480863
"4797","Klm Royal Dutch Airlines",2017,3,316,167,226,0,2017-03-01,5.12396397940326,5.75890177387728,0,5.4249500174814
"4798","Klm Royal Dutch Airlines",2017,6,316,308,413,0,2017-06-01,5.73334127689775,5.75890177387728,0,6.02586597382531
"4799","Klm Royal Dutch Airlines",2017,7,316,272,413,0,2017-07-01,5.60947179518496,5.75890177387728,0,6.02586597382531
"4800","Korean Air Lines Co. Ltd.",2017,1,0,0,113191,0,2017-01-01,0,0,0,11.6368407708758
"4801","Korean Air Lines Co. Ltd.",2017,2,0,0,97071,0,2017-02-01,0,0,0,11.4832082501821
"4802","Korean Air Lines Co. Ltd.",2017,3,0,0,107283,0,2017-03-01,0,0,0,11.5832348028682
"4803","Korean Air Lines Co. Ltd.",2017,4,0,0,59743,0,2017-04-01,0,0,0,10.9978240463414
"4804","Korean Air Lines Co. Ltd.",2017,5,0,0,69918,0,2017-05-01,0,0,0,11.1550927081676
"4805","Korean Air Lines Co. Ltd.",2017,6,0,0,66462,0,2017-06-01,0,0,0,11.1044006808236
"4806","Korean Air Lines Co. Ltd.",2017,7,0,0,61882,0,2017-07-01,0,0,0,11.0330007844427
"4807","Korean Air Lines Co. Ltd.",2017,8,0,0,53461,0,2017-08-01,0,0,0,10.8867264001417
"4808","Korean Air Lines Co. Ltd.",2017,9,16,8,60139,0,2017-09-01,2.19722457733622,2.83321334405622,0,11.0044304565425
"4809","Korean Air Lines Co. Ltd.",2017,10,0,0,74402,0,2017-10-01,0,0,0,11.2172515425889
"4810","Korean Air Lines Co. Ltd.",2017,11,0,0,46645,0,2017-11-01,0,0,0,10.7503424576903
"4811","Korean Air Lines Co. Ltd.",2017,12,0,0,74671,0,2017-12-01,0,0,0,11.2208604681896
"4812","LAN Argentina",2017,2,430,409,192,0,2017-02-01,6.01615715969835,6.06610809010375,0,5.26269018890489
"4813","Lan Colombia",2017,2,0,0,83,0,2017-02-01,0,0,0,4.43081679884331
"4814","Lan Colombia",2017,6,0,0,2394,0,2017-06-01,0,0,0,7.78113850984502
"4815","Lan Colombia",2017,10,0,0,1045,0,2017-10-01,0,0,0,6.95272864462487
"4816","Lan Ecuador",2017,4,476,430,2033,0,2017-04-01,6.06610809010375,6.16751649088834,0,7.61775957660851
"4817","Lan Peru Airlines",2017,2,238,217,192,0,2017-02-01,5.38449506278909,5.47646355193151,0,5.26269018890489
"4818","Lan-Chile Airlines",2017,2,302,230,62,0,2017-02-01,5.44241771052179,5.71373280550937,0,4.14313472639153
"4819","Lan-Chile Airlines",2017,5,0,0,2342,0,2017-05-01,0,0,0,7.7591874385078
"4820","Lan-Chile Airlines",2017,7,243,212,62,0,2017-07-01,5.36129216570943,5.4971682252932,0,4.14313472639153
"4821","Lan-Chile Airlines",2017,9,0,0,1089,0,2017-09-01,0,0,0,6.99393297522319
"4822","Lan-Chile Airlines",2017,10,0,0,1089,0,2017-10-01,0,0,0,6.99393297522319
"4823","London Air Services Limited",2017,1,135,0,6958,0,2017-01-01,0,4.91265488573605,0,8.84779106484485
"4824","London Air Services Limited",2017,2,198,4,9161,0,2017-02-01,1.6094379124341,5.29330482472449,0,9.12281977444669
"4825","London Air Services Limited",2017,3,105,0,6095,0,2017-03-01,0,4.66343909411207,0,8.71538809736648
"4826","London Air Services Limited",2017,4,102,0,7845,0,2017-04-01,0,4.63472898822964,0,8.9677591267695
"4827","London Air Services Limited",2017,5,201,0,6072,0,2017-05-01,0,5.30826769740121,0,8.71160799589757
"4828","London Air Services Limited",2017,6,201,0,6072,0,2017-06-01,0,5.30826769740121,0,8.71160799589757
"4829","London Air Services Limited",2017,7,123,0,6199,0,2017-07-01,0,4.82028156560504,0,8.73230457103318
"4830","London Air Services Limited",2017,8,162,0,10039,0,2017-08-01,0,5.09375020080676,0,9.21433239324572
"4831","London Air Services Limited",2017,9,57,11,3382,0,2017-09-01,2.484906649788,4.06044301054642,0,8.12651816878071
"4832","London Air Services Limited",2017,10,129,54,6340,0,2017-10-01,4.00733318523247,4.86753445045558,0,8.75479176370003
"4833","London Air Services Limited",2017,11,108,44,7367,0,2017-11-01,3.80666248977032,4.69134788222914,0,8.90490157793514
"4834","London Air Services Limited",2017,12,138,23,8160,0,2017-12-01,3.17805383034795,4.93447393313069,0,9.00712198946924
"4835","Longtail Aviation Ltd.",2017,3,27,7,531,0,2017-03-01,2.07944154167984,3.3322045101752,0,6.27664348934164
"4836","Lufthansa German Airlines",2017,1,580,520,5351,0,2017-01-01,6.25575004175337,6.36475075685191,0,8.58522560180806
"4837","Lufthansa German Airlines",2017,2,0,0,6858,0,2017-02-01,0,0,0,8.83331693749932
"4838","Lufthansa German Airlines",2017,3,255,233,7678,0,2017-03-01,5.4553211153577,5.54517744447956,0,8.94624460933054
"4839","Lufthansa German Airlines",2017,4,432,318,7841,0,2017-04-01,5.76519110278484,6.07073772800249,0,8.96724918285228
"4840","Lufthansa German Airlines",2017,5,764,620,6473,0,2017-05-01,6.43133108193348,6.63987583382654,0,8.77554943448619
"4841","Lufthansa German Airlines",2017,6,1468,1240,11042,0,2017-06-01,7.12367278520461,7.29233717617388,0,9.30955202204713
"4842","Lufthansa German Airlines",2017,7,2350,2185,14108,0,2017-07-01,7.68982866873648,7.76259604854007,0,9.55456817061316
"4843","Lufthansa German Airlines",2017,8,990,967,9635,0,2017-08-01,6.87523208727658,6.89871453432999,0,9.17326136373476
"4844","Lufthansa German Airlines",2017,9,590,567,7767,0,2017-09-01,6.34212141872115,6.3818160174061,0,8.95776800997116
"4845","Lufthansa German Airlines",2017,10,0,0,8156,0,2017-10-01,0,0,0,9.00663173330058
"4846","Lufthansa German Airlines",2017,11,281,258,7772,0,2017-11-01,5.55682806169954,5.64190707093811,0,8.95841146923022
"4847","Lufthansa German Airlines",2017,12,788,670,7006,0,2017-12-01,6.50876913697168,6.67076632084587,0,8.85466492837053
"4848","Luxaviation S A",2017,9,15,0,223,0,2017-09-01,0,2.77258872223978,0,5.41164605185504
"4849","Lynden Air Cargo Airlines",2017,1,0,0,16476,11286,2017-01-01,0,0,9.33140689995563,9.70972074805743
"4850","Lynden Air Cargo Airlines",2017,2,0,0,6462,6834,2017-02-01,0,0,8.82981174915805,8.7738488852629
"4851","Lynden Air Cargo Airlines",2017,3,0,0,12283,9336,2017-03-01,0,0,9.14174028048393,9.41605288156071
"4852","Lynden Air Cargo Airlines",2017,4,0,0,12589,8676,2017-04-01,0,0,9.06843112579349,9.44065812703839
"4853","Lynden Air Cargo Airlines",2017,5,0,0,16333,12016,2017-05-01,0,0,9.3940775929113,9.70100410391822
"4854","Lynden Air Cargo Airlines",2017,6,0,0,30324,17574,2017-06-01,0,0,9.77423271667887,10.3197277338123
"4855","Lynden Air Cargo Airlines",2017,7,0,0,27999,21324,2017-07-01,0,0,9.96763537235988,10.2399597891573
"4856","Lynden Air Cargo Airlines",2017,8,0,0,15041,14670,2017-08-01,0,0,9.59362803513964,9.61860156738635
"4857","Lynden Air Cargo Airlines",2017,9,0,0,17898,12882,2017-09-01,0,0,9.46366389179152,9.7925001243465
"4858","Lynden Air Cargo Airlines",2017,10,0,0,10107,12384,2017-10-01,0,0,9.42424134192346,9.22108246850808
"4859","Lynden Air Cargo Airlines",2017,11,0,0,15463,13716,2017-11-01,0,0,9.52639121847841,9.64627002088817
"4860","Lynden Air Cargo Airlines",2017,12,0,0,25563,14700,2017-12-01,0,0,9.59567079766397,10.1489403907702
"4861","Makani Kai Air Charters",2017,1,2376,985,140,3762,2017-01-01,6.89365635460264,7.77359446736019,8.23297179059344,4.94875989037817
"4862","Makani Kai Air Charters",2017,2,2376,815,140,3762,2017-02-01,6.70441435496411,7.77359446736019,8.23297179059344,4.94875989037817
"4863","Makani Kai Air Charters",2017,3,2376,1071,140,3762,2017-03-01,6.97728134163075,7.77359446736019,8.23297179059344,4.94875989037817
"4864","Makani Kai Air Charters",2017,4,2376,788,140,3762,2017-04-01,6.67076632084587,7.77359446736019,8.23297179059344,4.94875989037817
"4865","Makani Kai Air Charters",2017,5,2376,1008,140,3762,2017-05-01,6.91671502035361,7.77359446736019,8.23297179059344,4.94875989037817
"4866","Makani Kai Air Charters",2017,6,2376,948,140,3762,2017-06-01,6.85540879860993,7.77359446736019,8.23297179059344,4.94875989037817
"4867","Makani Kai Air Charters",2017,7,2376,1003,140,3762,2017-07-01,6.91174730025167,7.77359446736019,8.23297179059344,4.94875989037817
"4868","Makani Kai Air Charters",2017,8,2376,1011,140,3762,2017-08-01,6.91968384984741,7.77359446736019,8.23297179059344,4.94875989037817
"4869","Makani Kai Air Charters",2017,9,2376,943,140,3762,2017-09-01,6.8501261661455,7.77359446736019,8.23297179059344,4.94875989037817
"4870","Makani Kai Air Charters",2017,10,2376,901,140,3762,2017-10-01,6.80461452006262,7.77359446736019,8.23297179059344,4.94875989037817
"4871","Makani Kai Air Charters",2017,11,2376,863,142,3762,2017-11-01,6.76157276880406,7.77359446736019,8.23297179059344,4.96284463025991
"4872","Makani Kai Air Charters",2017,12,2376,744,140,3762,2017-12-01,6.61338421837956,7.77359446736019,8.23297179059344,4.94875989037817
"4873","Menagerie Enterprises Inc d/b/a Monarch Air",2017,1,1665,1130,1632,9222,2017-01-01,7.03085747611612,7.41818082272679,9.12945564323572,7.39817409297047
"4874","Menagerie Enterprises Inc d/b/a Monarch Air",2017,2,1170,823,1392,6528,2017-02-01,6.71417052990947,7.06561336359772,8.78400907118663,7.23921497377981
"4875","Menagerie Enterprises Inc d/b/a Monarch Air",2017,3,1359,914,1336,7308,2017-03-01,6.81892406527552,7.2152399787301,8.89686174448039,7.19818357710194
"4876","Menagerie Enterprises Inc d/b/a Monarch Air",2017,4,1251,812,1336,6834,2017-04-01,6.70073110954781,7.13249755166004,8.82981174915805,7.19818357710194
"4877","Menagerie Enterprises Inc d/b/a Monarch Air",2017,5,1449,939,1336,7962,2017-05-01,6.84587987526405,7.27931883541462,8.98256109225744,7.19818357710194
"4878","Menagerie Enterprises Inc d/b/a Monarch Air",2017,6,1296,804,1336,7062,2017-06-01,6.69084227741856,7.16780918431644,8.86262516940892,7.19818357710194
"4879","Menagerie Enterprises Inc d/b/a Monarch Air",2017,7,1107,731,1336,5615,2017-07-01,6.59578051396131,7.01031186730723,8.63337494570565,7.19818357710194
"4880","Menagerie Enterprises Inc d/b/a Monarch Air",2017,8,1476,973,1336,8208,2017-08-01,6.88141130364254,7.29776828253138,9.01298639234827,7.19818357710194
"4881","Menagerie Enterprises Inc d/b/a Monarch Air",2017,9,1341,802,1832,7176,2017-09-01,6.68835471394676,7.20191631753163,8.87863674743007,7.5137092478397
"4882","Menagerie Enterprises Inc d/b/a Monarch Air",2017,10,918,524,1832,5004,2017-10-01,6.26339826259162,6.82328612235569,8.51819269174932,7.5137092478397
"4883","Menagerie Enterprises Inc d/b/a Monarch Air",2017,12,0,0,1648,0,2017-12-01,0,0,0,7.4079243225596
"4884","Mesa Airlines Inc.",2017,1,1188648,913915,241817,1302399,2017-01-01,13.725493942493,13.9883279260355,14.0797192742304,12.3959406560795
"4885","Mesa Airlines Inc.",2017,2,1097663,863044,238252,1188464,2017-02-01,13.6682221123909,13.9086948432918,13.9881731164636,12.3810884132525
"4886","Mesa Airlines Inc.",2017,3,1285838,1058666,230681,1415045,2017-03-01,13.8725211275425,14.066921981541,14.162672597365,12.3487954177108
"4887","Mesa Airlines Inc.",2017,4,1262273,1001240,244330,1353854,2017-04-01,13.8167507885603,14.0484254142065,14.1184666366164,12.4062791423597
"4888","Mesa Airlines Inc.",2017,5,1320046,1053005,218586,1386434,2017-05-01,13.8671594891056,14.0931778999893,14.1422462623043,12.2949393836058
"4889","Mesa Airlines Inc.",2017,6,1303139,1080743,240809,1351313,2017-06-01,13.8931602508143,14.0802872946944,14.1165880103662,12.3917635197937
"4890","Mesa Airlines Inc.",2017,7,1348148,1091593,245278,1384342,2017-07-01,13.9031495712823,14.1142430984706,14.1407362168243,12.4101516171241
"4891","Mesa Airlines Inc.",2017,8,1269312,996346,231723,1268396,2017-08-01,13.8118508694661,14.0539863671894,14.053264456459,12.3533022872746
"4892","Mesa Airlines Inc.",2017,9,1217685,954782,217132,1236623,2017-09-01,13.7692393685124,14.0124628943443,14.0278956439726,12.2882653479999
"4893","Mesa Airlines Inc.",2017,10,1308839,1082160,211315,1356635,2017-10-01,13.8944705258404,14.0846518067108,14.1205186640726,12.2611099224601
"4894","Mesa Airlines Inc.",2017,11,1241541,1012232,215708,1290778,2017-11-01,13.8276693394832,14.0318647134024,14.0707564700471,12.2816855561243
"4895","Mesa Airlines Inc.",2017,12,1222974,971994,251982,1291366,2017-12-01,13.7871059393964,14.0167969729232,14.0712119051853,12.4371169039006
"4896","Miami Air International",2017,1,34169,8261,122561,23852,2017-01-01,9.01942196795671,10.4391033451093,10.0796652745696,11.7163723033791
"4897","Miami Air International",2017,2,33055,7499,113894,18327,2017-02-01,8.9226582995244,10.4059583719194,9.81618522413333,11.6430322503154
"4898","Miami Air International",2017,3,38686,10617,152349,26264,2017-03-01,9.27030595314362,10.5632589052724,10.1759925333881,11.9339357844139
"4899","Miami Air International",2017,4,23505,9091,88242,14242,2017-04-01,9.11515018497243,10.0650109866928,9.56402083693459,11.3878496515362
"4900","Miami Air International",2017,5,26150,10892,105732,16609,2017-05-01,9.29587566008245,10.1716427096797,9.71776020260734,11.5686723274846
"4901","Miami Air International",2017,6,23798,9060,97110,15874,2017-06-01,9.11173476822206,10.0773988419701,9.67250082376089,11.483609933136
"4902","Miami Air International",2017,7,16236,4917,55935,10080,2017-07-01,8.50065722277614,9.69504786758711,9.21840774305394,10.9319634590152
"4903","Miami Air International",2017,8,12658,3520,43737,7662,2017-08-01,8.16650031915505,9.44612370363683,8.9441588309704,10.6859725684483
"4904","Miami Air International",2017,9,39069,11935,149859,23828,2017-09-01,9.38731432244354,10.5731101880491,10.0786586053012,11.9174568039183
"4905","Miami Air International",2017,10,36604,10578,132245,20492,2017-10-01,9.26662618298677,10.5079401220807,9.92783864339996,11.7924191035164
"4906","Miami Air International",2017,11,45999,14576,177264,29244,2017-11-01,9.58720022307401,10.7363966754712,10.2834638978771,12.0854010670479
"4907","Miami Air International",2017,12,46612,15266,154231,29846,2017-12-01,9.63344891525694,10.7496347511659,10.3038396112575,11.9462132412793
"4908","Mjet GmbH",2017,2,19,10,2552,0,2017-02-01,2.39789527279837,2.99573227355399,0,7.84502441724148
"4909","Mjet GmbH",2017,5,19,5,2452,0,2017-05-01,1.79175946922805,2.99573227355399,0,7.80506704425849
"4910","Mjet GmbH",2017,6,0,0,35,0,2017-06-01,0,0,0,3.58351893845611
"4911","Mokulele Flight Services, Inc.",2017,1,29043,21450,2725,141881,2017-01-01,9.9735265433161,10.2765672005001,11.8627510052077,7.91059061225648
"4912","Mokulele Flight Services, Inc.",2017,2,27090,19578,2505,129008,2017-02-01,9.88221284225727,10.2069568483882,11.767637448352,7.82644313545601
"4913","Mokulele Flight Services, Inc.",2017,3,29835,21658,3379,148719,2017-03-01,9.9831763514375,10.3034709970751,11.9098206223953,8.12563098847706
"4914","Mokulele Flight Services, Inc.",2017,4,28350,19611,2421,131405,2017-04-01,9.88389690277112,10.2524175819024,11.7860470460906,7.79234892411304
"4915","Mokulele Flight Services, Inc.",2017,5,28980,20680,2033,137117,2017-05-01,9.93697068335268,10.2743957218356,11.8285971479609,7.61775957660851
"4916","Mokulele Flight Services, Inc.",2017,6,27297,19177,2194,128999,2017-06-01,9.86151906771363,10.2145687184161,11.7675676833438,7.69393732550927
"4917","Mokulele Flight Services, Inc.",2017,7,29898,20664,2096,141339,2017-07-01,9.93619672694583,10.3055803140034,11.8589236142448,7.64826303090192
"4918","Mokulele Flight Services, Inc.",2017,8,29889,20035,2199,141998,2017-08-01,9.90528593447751,10.305279255278,11.8635752943051,7.69621263934641
"4919","Mokulele Flight Services, Inc.",2017,9,28206,18887,7762,129579,2017-09-01,9.84628207876535,10.2473254530733,11.7720537300039,8.95712413640568
"4920","Mokulele Flight Services, Inc.",2017,10,29943,20950,2605,135258,2017-10-01,9.94994165690801,10.3070842495843,11.8149467379329,7.86557175768479
"4921","Mokulele Flight Services, Inc.",2017,11,30204,21087,2031,136039,2017-11-01,9.95645943730223,10.3157627525728,11.8207042391211,7.61677580869837
"4922","Mokulele Flight Services, Inc.",2017,12,30348,22171,2146,136709,2017-12-01,10.0065855105397,10.3205188470157,11.825617172926,7.67182679787878
"4923","Multi-Aero, Inc. d/b/a Air Choice One",2017,1,10520,5148,5434,100787,2017-01-01,8.54655780004614,9.26112853880829,11.5207745799136,8.60061479955531
"4924","Multi-Aero, Inc. d/b/a Air Choice One",2017,2,18816,5485,5434,99500,2017-02-01,8.60995467149755,9.84251599554464,11.5079229733474,8.60061479955531
"4925","Multi-Aero, Inc. d/b/a Air Choice One",2017,3,11712,7134,5434,108061,2017-03-01,8.87276752991094,9.36845461506987,11.5904604154629,8.60061479955531
"4926","Multi-Aero, Inc. d/b/a Air Choice One",2017,4,11712,6731,5434,107054,2017-04-01,8.8146275553107,9.36845461506987,11.5810980000733,8.60061479955531
"4927","Multi-Aero, Inc. d/b/a Air Choice One",2017,5,12368,7353,5434,113371,2017-05-01,8.90299966186122,9.42294862137501,11.6384297262074,8.60061479955531
"4928","Multi-Aero, Inc. d/b/a Air Choice One",2017,6,11888,7678,5434,108854,2017-06-01,8.94624460933054,9.38336888185854,11.5977720003803,8.60061479955531
"4929","Multi-Aero, Inc. d/b/a Air Choice One",2017,7,11872,7895,5434,108874,2017-07-01,8.97411158111332,9.38202219366579,11.5979557141548,8.60061479955531
"4930","Multi-Aero, Inc. d/b/a Air Choice One",2017,8,12304,7784,5434,113433,2017-08-01,8.9599540842681,9.41776096282516,11.6389764489708,8.60061479955531
"4931","Multi-Aero, Inc. d/b/a Air Choice One",2017,9,11656,6946,5434,106697,2017-09-01,8.84606519069288,9.36366213691983,11.5777576929717,8.60061479955531
"4932","Multi-Aero, Inc. d/b/a Air Choice One",2017,10,12200,7100,5434,111749,2017-10-01,8.86799089818209,9.40927319457533,11.6240195124758,8.60061479955531
"4933","Multi-Aero, Inc. d/b/a Air Choice One",2017,11,11928,7136,5436,109328,2017-11-01,8.87304779897107,9.38672768928195,11.6021169637664,8.60098271714592
"4934","Multi-Aero, Inc. d/b/a Air Choice One",2017,12,11816,7461,5434,107143,2017-12-01,8.9175787537811,9.37729445163902,11.581929003067,8.60061479955531
"4935","National Air Cargo Group Inc d/ba National Airlines",2017,1,356,356,7396,3321,2017-01-01,5.87773578177964,5.87773578177964,8.10832229017324,8.90882979158787
"4936","National Air Cargo Group Inc d/ba National Airlines",2017,2,0,0,2846,615,2017-02-01,0,0,6.42324696353352,7.95402108727804
"4937","National Air Cargo Group Inc d/ba National Airlines",2017,3,1252,844,20241,4397,2017-03-01,6.73933662735717,7.13329595489607,8.38890517111471,9.91551493274885
"4938","National Air Cargo Group Inc d/ba National Airlines",2017,4,184,179,9524,4073,2017-04-01,5.19295685089021,5.22035582507832,8.31238059678675,9.1616751999949
"4939","National Air Cargo Group Inc d/ba National Airlines",2017,5,0,0,10883,4538,2017-05-01,0,0,8.42046200245647,9.29504909990314
"4940","National Air Cargo Group Inc d/ba National Airlines",2017,6,0,0,14676,3684,2017-06-01,0,0,8.21202580462344,9.5940369216112
"4941","National Air Cargo Group Inc d/ba National Airlines",2017,7,0,0,12367,6551,2017-07-01,0,0,8.78752562553291,9.4228677708272
"4942","National Air Cargo Group Inc d/ba National Airlines",2017,8,368,294,14720,7769,2017-08-01,5.68697535633982,5.91079664404053,8.95802544336169,9.59703032475801
